SETTLEMENT_DATE,SETTLEMENT_PERIOD,ENGLAND_WALES_DEMAND,EMBEDDED_WIND_GENERATION,EMBEDDED_WIND_CAPACITY,EMBEDDED_SOLAR_GENERATION,EMBEDDED_SOLAR_CAPACITY,NON_BM_STOR,PUMP_STORAGE_PUMPING,IFA_FLOW,IFA2_FLOW,BRITNED_FLOW,MOYLE_FLOW,EAST_WEST_FLOW,NEMO_FLOW,NSL_FLOW
07-Aug-21,13,16532,1651,6527,180,13080,0,23,-48,429,-499,199,63,401,-1
07-Aug-21,14,17272,1680,6527,527,13080,0,7,88,437,-475,330,27,395,-1
07-Aug-21,15,18278,1714,6527,978,13080,0,12,1221,371,145,251,0,676,-1
07-Aug-21,16,18960,1748,6527,1420,13080,0,9,1245,374,162,245,0,687,-1
07-Aug-21,17,19891,1798,6527,1810,13080,0,8,1365,660,668,155,0,688,-1
07-Aug-21,18,20397,1848,6527,2200,13080,0,6,1369,680,693,143,0,689,-1
07-Aug-21,19,20880,1881,6527,2610,13080,0,9,1368,681,693,99,0,689,-1
07-Aug-21,20,21161,1914,6527,2820,13080,0,5,1368,681,692,15,0,688,-1
07-Aug-21,21,21297,1933,6527,3260,13080,0,3,1369,681,693,14,0,688,-1
07-Aug-21,22,21450,1951,6527,3760,13080,0,1,1369,680,693,-44,0,688,-1
07-Aug-21,23,21254,1987,6527,4170,13080,0,5,1368,680,693,82,66,688,-1
07-Aug-21,24,21301,2023,6527,4470,13080,0,7,1368,681,693,243,43,688,-1
07-Aug-21,25,21441,2047,6527,4270,13080,0,8,1369,682,693,348,0,689,-1
07-Aug-21,26,21393,2071,6527,4360,13080,0,5,1371,683,693,402,11,688,-1
07-Aug-21,27,21263,2127,6527,4370,13080,0,5,1507,745,759,356,96,753,-1
07-Aug-21,28,20937,2182,6527,4620,13080,0,3,1505,749,762,211,10,756,-1
07-Aug-21,29,20681,2191,6527,3990,13080,0,3,1511,749,762,65,0,754,-1
07-Aug-21,30,20401,2200,6527,4160,13080,0,6,1512,750,763,75,0,754,-1
07-Aug-21,31,20271,2200,6527,3570,13080,0,9,1504,781,668,235,0,754,-1
07-Aug-21,32,20383,2199,6527,2940,13080,0,9,1503,783,664,275,0,754,-1
07-Aug-21,33,21038,2149,6527,3060,13080,0,9,1504,750,572,159,9,754,-1
07-Aug-21,34,21814,2098,6527,2610,13080,0,9,1504,749,569,265,120,754,-1
07-Aug-21,35,22667,2044,6527,2030,13080,0,9,1601,793,507,385,120,801,-1
07-Aug-21,36,23330,1989,6527,1670,13080,0,11,1605,797,504,396,227,802,-1
07-Aug-21,37,23781,1926,6527,1440,13080,0,4,1606,798,561,396,153,803,-1
07-Aug-21,38,23853,1863,6527,925,13080,0,6,1606,801,562,396,190,803,-1
07-Aug-21,39,23902,1817,6527,482,13080,0,6,1509,910,517,396,286,757,-1
07-Aug-21,40,23875,1771,6527,222,13080,0,8,1506,914,515,396,167,756,-1
07-Aug-21,41,23545,1735,6527,48,13080,0,9,1508,760,621,389,124,756,-1
07-Aug-21,42,23276,1699,6527,1,13080,0,10,1508,749,625,389,115,755,-1
07-Aug-21,43,23065,1683,6527,0,13080,0,11,1508,749,654,389,230,756,-1
07-Aug-21,44,22278,1667,6527,0,13080,0,13,1508,748,655,364,128,755,-1
07-Aug-21,45,21312,1678,6527,0,13080,0,11,1411,704,682,388,8,708,-1
07-Aug-21,46,20111,1688,6527,0,13080,0,94,1406,700,681,388,30,707,-1
07-Aug-21,47,18766,1689,6527,0,13080,0,77,1031,682,276,401,118,689,-1
07-Aug-21,48,17811,1689,6527,0,13080,0,197,1014,680,253,402,248,688,-1
08-Aug-21,1,17114,1694,6527,0,13080,0,204,657,682,2,402,159,687,-1
08-Aug-21,2,16583,1699,6527,0,13080,0,828,637,681,0,397,44,687,-1
08-Aug-21,3,16065,1712,6527,0,13080,0,787,77,626,-148,287,0,461,-1
08-Aug-21,4,15856,1724,6527,0,13080,0,941,49,623,-160,154,18,452,-1
08-Aug-21,5,15426,1729,6527,0,13080,0,936,-192,622,-570,28,-52,351,-1
08-Aug-21,6,14964,1733,6527,0,13080,0,1202,-203,621,-589,-83,-9,347,-1
08-Aug-21,7,14804,1754,6527,0,13080,0,1214,-158,595,-602,-247,-47,346,-1
08-Aug-21,8,14677,1775,6527,0,13080,0,1210,-156,592,-603,-366,-3,346,-1
08-Aug-21,9,14614,1767,6527,0,13080,0,1000,-134,548,-612,-351,0,286,-1
08-Aug-21,10,14565,1759,6527,0,13080,0,917,-133,545,-613,-446,-14,284,-1
08-Aug-21,11,14633,1747,6527,0,13080,0,911,-160,527,-518,-409,0,325,-1
08-Aug-21,12,14576,1734,6527,9,13080,0,909,-159,526,-515,-450,-27,327,-1
08-Aug-21,13,14986,1730,6527,139,13080,0,1167,232,526,-361,-358,0,538,-1
08-Aug-21,14,15337,1725,6527,303,13080,0,1113,249,520,-345,-259,-14,545,-1
08-Aug-21,15,16059,1767,6527,560,13080,0,544,347,274,92,-369,-112,396,-1
08-Aug-21,16,16641,1808,6527,946,13080,0,285,381,270,103,-339,-31,392,-1
08-Aug-21,17,17845,1867,6527,1330,13080,0,255,1340,672,626,-194,-113,696,-1
08-Aug-21,18,18865,1926,6527,1450,13080,0,15,1407,701,712,-53,-79,708,-1
08-Aug-21,19,19652,1966,6527,1750,13080,0,15,1405,700,712,83,34,707,-1
08-Aug-21,20,20172,2006,6527,1800,13080,0,10,1406,701,713,244,0,708,-1
08-Aug-21,21,20702,2017,6527,2370,13080,0,6,1406,701,713,278,0,708,-1
08-Aug-21,22,21000,2028,6527,2650,13080,0,8,1406,701,713,323,0,709,-1
08-Aug-21,23,21314,2047,6527,2960,13080,0,5,1407,699,711,331,0,708,-1
08-Aug-21,24,21299,2065,6527,3190,13080,0,4,1407,700,711,341,0,709,-1
08-Aug-21,25,21249,2107,6527,3590,13080,0,4,1406,698,711,228,0,708,-1
08-Aug-21,26,20898,2148,6527,4240,13080,0,4,1407,698,711,232,0,709,-1
08-Aug-21,27,20262,2205,6527,4800,13080,0,4,1407,701,713,98,56,707,-1
08-Aug-21,28,19760,2261,6527,4930,13080,0,8,1408,701,713,-43,11,707,-1
08-Aug-21,29,19567,2274,6527,4640,13080,0,10,1407,702,712,-190,-34,706,-1
08-Aug-21,30,19256,2287,6527,4780,13080,0,9,1408,701,712,-325,-75,706,-1
08-Aug-21,31,19434,2318,6527,4390,13080,0,5,1407,700,711,-240,-2,707,-1
08-Aug-21,32,19471,2348,6527,4260,13080,0,4,1407,703,711,-160,0,707,-1
08-Aug-21,33,20115,2310,6527,3970,13080,0,6,1598,791,804,-174,0,801,-1
08-Aug-21,34,20845,2272,6527,3540,13080,0,9,1605,798,808,-140,38,804,-1
08-Aug-21,35,21772,2232,6527,2950,13080,0,8,1604,798,808,-284,0,803,-1
08-Aug-21,36,22457,2192,6527,2590,13080,0,8,1604,798,807,-266,0,803,-1
08-Aug-21,37,22917,2104,6527,1920,13080,0,10,1604,799,808,-118,0,803,-1
08-Aug-21,38,22943,2016,6527,1360,13080,0,9,1604,797,807,-113,0,803,-1
08-Aug-21,39,23064,1906,6527,856,13080,0,8,1606,798,809,-50,0,803,-1
08-Aug-21,40,23223,1796,6527,403,13080,0,8,1606,796,809,-49,0,803,-1
08-Aug-21,41,23227,1697,6527,73,13080,0,6,1510,752,666,-41,0,757,-1
08-Aug-21,42,23185,1597,6527,4,13080,0,8,1507,749,661,-119,0,756,-1
08-Aug-21,43,23326,1536,6527,2,13080,0,7,1507,748,661,-54,0,755,-1
08-Aug-21,44,22603,1475,6527,0,13080,0,9,1507,746,661,-181,-37,755,-1
08-Aug-21,45,21919,1446,6527,0,13080,0,8,1410,702,711,-298,-1,708,-1
08-Aug-21,46,20753,1416,6527,0,13080,0,8,1406,697,710,-431,-92,707,-1
08-Aug-21,47,19475,1377,6527,0,13080,0,8,1197,663,234,-385,-81,689,-1
08-Aug-21,48,18386,1337,6527,0,13080,0,118,1189,661,211,-235,48,688,-1
09-Aug-21,1,17671,1250,6527,0,13080,0,343,1116,643,207,-104,5,688,-1
09-Aug-21,2,17194,1163,6527,0,13080,0,477,1113,642,207,-105,0,688,-1
09-Aug-21,3,16936,1134,6527,0,13080,0,811,1031,628,299,-21,0,688,-1
09-Aug-21,4,16863,1104,6527,0,13080,0,821,1028,627,303,-64,0,688,-1
09-Aug-21,5,16667,1070,6527,0,13080,0,820,935,628,398,-21,0,688,-1
09-Aug-21,6,16374,1036,6527,0,13080,0,880,931,629,402,-19,0,688,-1
09-Aug-21,7,16282,1016,6527,0,13080,0,760,944,663,354,70,0,688,-1
09-Aug-21,8,16246,995,6527,0,13080,0,627,945,665,352,62,0,687,-1
09-Aug-21,9,16279,958,6527,0,13080,0,622,947,625,391,100,0,688,-1
09-Aug-21,10,16412,920,6527,0,13080,0,499,947,623,392,69,0,688,-1
09-Aug-21,11,16998,897,6527,0,13080,0,20,1006,657,296,194,0,687,-1
09-Aug-21,12,17620,874,6527,3,13080,0,15,1015,662,297,299,0,687,-1
09-Aug-21,13,19188,864,6527,71,13080,0,14,1580,791,785,249,43,800,-1
09-Aug-21,14,20317,853,6527,256,13080,0,14,1609,804,809,99,3,804,-1
09-Aug-21,15,22247,894,6527,532,13080,0,14,1897,934,948,-45,-53,945,-1
09-Aug-21,16,23525,934,6527,957,13080,0,13,1904,944,953,-195,-10,950,-1
09-Aug-21,17,24513,971,6527,1420,13080,0,14,1999,989,1018,-348,-51,997,-1
09-Aug-21,18,25067,1008,6527,1910,13080,0,12,2003,991,1021,-377,-3,999,-1
09-Aug-21,19,25548,1054,6527,2610,13080,0,6,2003,992,1021,-387,0,999,-1
09-Aug-21,20,25124,1100,6527,3470,13080,0,12,2003,992,1022,-418,0,999,-1
09-Aug-21,21,24689,1145,6527,4000,13080,0,11,2003,993,1021,-453,-53,999,-1
09-Aug-21,22,24392,1189,6527,4450,13080,0,9,2002,992,1023,-453,-202,999,-1
09-Aug-21,23,24134,1220,6527,5390,13080,0,9,2003,992,1022,-385,-302,999,-1
09-Aug-21,24,23847,1251,6527,5860,13080,0,6,2002,992,1021,-250,-370,999,-1
09-Aug-21,25,23916,1290,6527,5680,13080,0,4,2003,991,907,-276,-237,999,-1
09-Aug-21,26,23691,1329,6527,6040,13080,0,4,2003,992,901,-220,-271,999,-1
09-Aug-21,27,23540,1369,6527,6160,13080,0,39,2003,992,902,-285,-250,999,-1
09-Aug-21,28,23160,1409,6527,5800,13080,0,477,2003,992,903,-338,-375,999,-1
09-Aug-21,29,23260,1443,6527,5840,13080,0,124,2003,991,906,-425,-380,999,-1
09-Aug-21,30,23391,1477,6527,5150,13080,0,5,2003,992,906,-454,-419,999,-1
09-Aug-21,31,23574,1480,6527,5090,13080,0,4,2003,992,910,-454,-413,999,-1
09-Aug-21,32,23952,1482,6527,4580,13080,0,4,2003,993,909,-454,-323,999,-1
09-Aug-21,33,24675,1416,6527,3850,13080,0,5,2003,992,1016,-409,-176,1018,-1
09-Aug-21,34,25476,1350,6527,3350,13080,0,6,2003,991,1021,-329,-33,1019,-1
09-Aug-21,35,26270,1286,6527,2660,13080,0,4,2003,992,1021,-303,0,1019,-1
09-Aug-21,36,26921,1221,6527,1900,13080,0,6,2002,991,1021,-190,0,1019,-1
09-Aug-21,37,27422,1169,6527,1390,13080,0,5,2003,991,1021,-147,0,1019,-1
09-Aug-21,38,27339,1117,6527,1020,13080,0,13,2003,992,1021,-44,0,1019,-1
09-Aug-21,39,27518,1055,6527,732,13080,0,5,2003,993,1022,-84,0,1019,-1
09-Aug-21,40,27330,993,6527,331,13080,0,3,2003,991,1021,-77,0,1019,-1
09-Aug-21,41,26552,951,6527,73,13080,0,4,2003,993,1021,-234,0,1019,-1
09-Aug-21,42,26280,909,6527,2,13080,0,6,2003,992,1022,-347,0,1019,-1
09-Aug-21,43,26166,890,6527,1,13080,0,5,2003,992,1022,-290,-14,1000,-1
09-Aug-21,44,25389,870,6527,0,13080,0,6,2003,989,1021,-411,-111,999,-1
09-Aug-21,45,24255,872,6527,0,13080,0,5,1811,901,908,-373,-22,904,-1
09-Aug-21,46,22912,874,6527,0,13080,0,6,1804,892,904,-405,-28,900,-1
09-Aug-21,47,21504,877,6527,0,13080,0,5,1614,804,812,-355,-9,807,-1
09-Aug-21,48,20239,879,6527,0,13080,0,4,1607,796,806,-225,-23,803,-1
10-Aug-21,1,19314,847,6527,0,13080,0,8,1512,751,763,-314,-146,756,-1
10-Aug-21,2,18701,814,6527,0,13080,0,12,1509,749,761,-440,-125,754,-1
10-Aug-21,3,18358,824,6527,0,13080,0,470,1508,749,761,-426,-42,754,-1
10-Aug-21,4,18181,834,6527,0,13080,0,502,1508,749,761,-392,-2,754,-1
10-Aug-21,5,17910,827,6527,0,13080,0,763,1508,750,762,-392,-12,754,-1
10-Aug-21,6,17543,819,6527,0,13080,0,738,1508,748,762,-392,-107,754,-1
10-Aug-21,7,17410,813,6527,0,13080,0,691,1412,704,715,-392,-20,707,-1
10-Aug-21,8,17276,807,6527,0,13080,0,655,1409,701,713,-392,-29,705,-1
10-Aug-21,9,17351,796,6527,0,13080,0,380,1408,699,713,-392,-99,705,-1
10-Aug-21,10,17480,784,6527,0,13080,0,350,1409,699,713,-392,-47,705,-1
10-Aug-21,11,17790,775,6527,0,13080,0,173,1410,700,712,-392,-125,706,-1
10-Aug-21,12,18439,765,6527,6,13080,0,70,1410,703,712,-369,-86,706,-1
10-Aug-21,13,19902,756,6527,104,13080,0,6,1600,791,792,-273,-222,800,-1
10-Aug-21,14,20960,747,6527,406,13080,0,3,1609,802,795,-296,-374,803,-1
10-Aug-21,15,22390,720,6527,798,13080,0,1,1943,980,802,-431,-512,959,-1
10-Aug-21,16,23752,692,6527,1160,13080,0,5,1954,992,802,-453,-535,964,-1
10-Aug-21,17,24861,698,6527,1660,13080,0,6,2002,992,1012,-453,-536,998,-1
10-Aug-21,18,25085,703,6527,2490,13080,0,9,2004,991,1021,-453,-535,999,-1
10-Aug-21,19,25180,691,6527,3340,13080,0,11,2004,992,1021,-454,-535,999,-1
10-Aug-21,20,24782,679,6527,4030,13080,0,12,2004,991,1021,-454,-535,999,-1
10-Aug-21,21,24615,647,6527,5030,13080,0,9,2004,991,1022,-454,-536,999,-1
10-Aug-21,22,24228,614,6527,5340,13080,0,7,2004,993,1021,-454,-536,999,-1
10-Aug-21,23,24022,615,6527,6050,13080,0,8,2004,992,1021,-454,-536,999,-1
10-Aug-21,24,24074,615,6527,6370,13080,0,9,2004,992,1021,-454,-535,999,-1
10-Aug-21,25,24212,635,6527,6230,13080,0,7,2004,993,1023,-454,-536,999,-1
10-Aug-21,26,24082,655,6527,6940,13080,0,5,2004,993,1021,-454,-535,999,-1
10-Aug-21,27,23713,684,6527,7220,13080,0,5,2004,993,1022,-454,-536,999,-1
10-Aug-21,28,23317,712,6527,6250,13080,0,4,2005,993,1022,-454,-536,999,-1
10-Aug-21,29,23038,740,6527,6410,13080,0,4,2005,994,1022,-454,-536,999,-1
10-Aug-21,30,22956,767,6527,6180,13080,0,4,2004,994,1022,-454,-535,999,-1
10-Aug-21,31,23061,778,6527,6490,13080,0,4,2004,993,1022,-454,-536,999,-1
10-Aug-21,32,23198,788,6527,5900,13080,0,4,2004,993,1021,-454,-535,999,-1
10-Aug-21,33,23618,763,6527,5230,13080,0,4,2004,994,1022,-454,-535,1018,-1
10-Aug-21,34,24585,738,6527,4450,13080,0,5,2004,992,1022,-454,-536,1019,-1
10-Aug-21,35,25674,735,6527,3700,13080,0,5,2004,992,1021,-454,-535,1019,-1
10-Aug-21,36,26656,731,6527,3130,13080,0,2,2004,992,1021,-436,-536,1019,-1
10-Aug-21,37,27120,692,6527,2360,13080,0,2,2004,992,927,-399,-474,961,-1
10-Aug-21,38,27425,653,6527,1590,13080,0,2,2005,992,923,-361,-449,959,-1
10-Aug-21,39,27578,583,6527,881,13080,0,1,2005,992,1018,-361,-310,976,-1
10-Aug-21,40,27476,513,6527,370,13080,0,3,2004,992,1022,-354,-283,976,-1
10-Aug-21,41,27085,502,6527,70,13080,0,6,2004,992,1022,-446,-143,1017,-1
10-Aug-21,42,26982,491,6527,4,13080,0,4,2004,992,1021,-452,-136,1019,-1
10-Aug-21,43,26903,492,6527,2,13080,0,6,2004,993,1021,-412,-119,1000,-1
10-Aug-21,44,26156,493,6527,0,13080,0,8,2004,993,1022,-453,-62,999,-1
10-Aug-21,45,24918,498,6527,0,13080,0,9,2004,992,1022,-453,-113,999,-1
10-Aug-21,46,23494,503,6527,0,13080,0,9,2004,989,1021,-453,-74,999,-1
10-Aug-21,47,21845,519,6527,0,13080,0,9,1813,902,909,-385,17,905,-1
10-Aug-21,48,20651,534,6527,0,13080,0,13,1807,895,905,-235,165,901,-1
11-Aug-21,1,19693,549,6527,0,13080,0,82,1711,848,859,-84,305,855,-1
11-Aug-21,2,19079,564,6527,0,13080,0,82,1707,843,857,82,240,853,-1
11-Aug-21,3,18605,580,6527,0,13080,0,359,1611,802,809,183,95,806,-1
11-Aug-21,4,18427,595,6527,0,13080,0,384,1607,798,808,217,1,804,-1
11-Aug-21,5,18133,618,6527,0,13080,0,642,1558,776,787,360,41,782,-1
11-Aug-21,6,17819,640,6527,0,13080,0,936,1556,774,786,402,25,781,-1
11-Aug-21,7,17630,659,6527,0,13080,0,934,1556,775,786,402,150,780,-1
11-Aug-21,8,17514,678,6527,0,13080,0,936,1557,775,786,403,106,780,-1
11-Aug-21,9,17571,742,6527,0,13080,0,931,1556,775,785,403,175,780,-1
11-Aug-21,10,17646,806,6527,0,13080,0,926,1556,773,785,403,136,780,-1
11-Aug-21,11,18114,845,6527,0,13080,0,636,1275,720,781,403,176,779,-1
11-Aug-21,12,18510,884,6527,4,13080,0,587,1251,719,780,373,237,779,-1
11-Aug-21,13,20065,933,6527,107,13080,0,60,1567,793,438,401,381,828,-1
11-Aug-21,14,21381,982,6527,367,13080,0,9,1577,802,424,384,331,830,-1
11-Aug-21,15,23040,1042,6527,733,13080,0,8,1847,934,621,279,193,829,-1
11-Aug-21,16,23863,1102,6527,1180,13080,0,19,1852,945,630,355,212,829,-1
11-Aug-21,17,24871,1206,6527,1960,13080,0,15,1999,989,988,348,101,993,-1
11-Aug-21,18,25141,1310,6527,2690,13080,0,17,2004,992,1003,301,139,999,-1
11-Aug-21,19,25250,1420,6527,3590,13080,0,14,2004,992,1020,156,30,999,-1
11-Aug-21,20,24891,1530,6527,4270,13080,0,13,2004,992,1021,28,0,999,-1
11-Aug-21,21,24465,1652,6527,4800,13080,0,13,2004,993,1021,-84,0,999,-1
11-Aug-21,22,24119,1774,6527,5500,13080,0,9,2005,993,1021,-247,-11,999,-1
11-Aug-21,23,24122,1866,6527,5380,13080,0,5,2004,992,1021,-396,-65,999,-1
11-Aug-21,24,23997,1957,6527,5540,13080,0,4,2004,992,1021,-454,-120,999,-1
11-Aug-21,25,24287,2023,6527,5620,13080,0,4,2004,992,1021,-454,-156,999,-1
11-Aug-21,26,24241,2088,6527,5260,13080,0,4,2004,992,1021,-454,-302,999,-1
11-Aug-21,27,24049,2148,6527,5170,13080,0,4,2005,992,1021,-454,-348,999,-1
11-Aug-21,28,24038,2207,6527,5040,13080,0,4,2004,994,1021,-454,-466,999,-1
11-Aug-21,29,24190,2215,6527,4720,13080,0,4,2005,993,1022,-454,-535,999,-1
11-Aug-21,30,24336,2223,6527,4480,13080,0,6,2004,993,1022,-454,-535,999,-1
11-Aug-21,31,24542,2204,6527,4000,13080,0,6,2004,992,1021,-454,-536,999,-1
11-Aug-21,32,24816,2184,6527,3760,13080,0,7,2005,993,1022,-454,-503,999,-1
11-Aug-21,33,25357,2100,6527,3510,13080,0,10,2004,993,1022,-445,-369,1018,-1
11-Aug-21,34,26017,2016,6527,3050,13080,0,10,2004,992,1022,-365,-216,1019,-1
11-Aug-21,35,26823,1909,6527,2260,13080,0,12,2004,991,1022,-445,-83,998,-1
11-Aug-21,36,27410,1801,6527,1930,13080,0,11,2004,991,1021,-450,-21,997,-1
11-Aug-21,37,27835,1678,6527,1310,13080,0,8,2004,992,1022,-347,0,805,-1
11-Aug-21,38,27678,1554,6527,895,13080,0,6,2005,992,1022,-285,0,798,-1
11-Aug-21,39,27135,1459,6527,558,13080,0,7,2005,992,909,-209,0,792,-1
11-Aug-21,40,26604,1363,6527,231,13080,0,6,2005,992,905,-151,0,792,-1
11-Aug-21,41,26282,1276,6527,46,13080,0,7,2004,992,969,-157,0,742,-1
11-Aug-21,42,26271,1189,6527,4,13080,0,7,2005,992,972,-185,0,741,-1
11-Aug-21,43,26028,1127,6527,1,13080,0,15,2004,993,1019,-167,0,990,-1
11-Aug-21,44,25249,1064,6527,0,13080,0,18,2004,990,1021,-314,0,999,-1
11-Aug-21,45,24310,1034,6527,0,13080,0,15,1813,901,910,-364,0,904,-1
11-Aug-21,46,22963,1004,6527,0,13080,0,16,1805,890,907,-332,0,901,-1
11-Aug-21,47,21529,970,6527,0,13080,0,12,1518,759,766,-336,0,775,-1
11-Aug-21,48,20176,935,6527,0,13080,0,13,1506,750,761,-367,0,770,-1
12-Aug-21,1,19510,910,6527,0,13080,0,14,1411,706,714,-220,0,709,-1
12-Aug-21,2,19014,885,6527,0,13080,0,14,1407,703,712,-98,0,706,-1
12-Aug-21,3,18601,865,6527,0,13080,0,85,1407,701,712,41,37,739,-1
12-Aug-21,4,18440,845,6527,0,13080,0,90,1407,701,712,186,0,740,-1
12-Aug-21,5,18165,831,6527,0,13080,0,341,1407,701,712,317,0,740,-1
12-Aug-21,6,17842,816,6527,0,13080,0,368,1407,700,712,401,15,740,-1
12-Aug-21,7,17676,800,6527,0,13080,0,444,1408,700,713,402,117,721,-1
12-Aug-21,8,17630,783,6527,0,13080,0,200,1408,700,713,402,38,720,-1
12-Aug-21,9,17471,778,6527,0,13080,0,403,1407,701,712,402,132,744,-1
12-Aug-21,10,17504,773,6527,0,13080,0,343,1407,700,712,402,201,745,-1
12-Aug-21,11,17949,776,6527,0,13080,0,87,1407,699,712,402,345,708,-1
12-Aug-21,12,18505,778,6527,2,13080,0,98,1407,702,712,402,481,706,-1
12-Aug-21,13,20128,799,6527,108,13080,0,66,1599,791,800,402,504,793,-1
12-Aug-21,14,21350,820,6527,512,13080,0,14,1608,799,803,402,419,796,-1
12-Aug-21,15,22873,851,6527,981,13080,0,41,1803,888,899,402,318,898,-1
12-Aug-21,16,24041,882,6527,1560,13080,0,13,1805,894,903,402,424,901,-1
12-Aug-21,17,25081,961,6527,2290,13080,0,8,1881,917,926,402,384,924,-1
12-Aug-21,18,25549,1039,6527,2900,13080,0,6,1884,918,928,402,485,925,-1
12-Aug-21,19,25632,1173,6527,3310,13080,0,8,1933,918,930,402,485,926,-1
12-Aug-21,20,25517,1306,6527,4040,13080,0,8,1936,918,930,402,353,926,-1
12-Aug-21,21,25187,1506,6527,4490,13080,0,8,1862,919,929,402,210,926,-1
12-Aug-21,22,24851,1706,6527,4470,13080,0,12,1856,919,929,334,63,926,-1
12-Aug-21,23,24717,1893,6527,4950,13080,0,9,1810,895,906,253,101,902,-1
12-Aug-21,24,24634,2080,6527,4950,13080,0,9,1806,893,905,242,131,901,-1
12-Aug-21,25,24586,2268,6527,5220,13080,0,6,1714,849,857,251,266,855,-1
12-Aug-21,26,24433,2456,6527,5020,13080,0,9,1707,845,856,252,303,853,-1
12-Aug-21,27,24183,2597,6527,5070,13080,0,9,1611,802,808,253,157,806,-1
12-Aug-21,28,23796,2737,6527,4340,13080,0,9,1607,800,806,253,21,804,-1
12-Aug-21,29,23771,2829,6527,4280,13080,0,9,1609,800,806,197,0,804,-1
12-Aug-21,30,23619,2921,6527,4290,13080,0,7,1609,801,806,117,0,804,-1
12-Aug-21,31,23604,2986,6527,3870,13080,0,6,1606,800,804,126,0,803,-1
12-Aug-21,32,23782,3050,6527,3830,13080,0,6,1606,797,803,107,0,803,-1
12-Aug-21,33,24201,3006,6527,4170,13080,0,9,1696,739,792,115,13,849,-1
12-Aug-21,34,24804,2961,6527,3880,13080,0,10,1700,737,791,172,109,850,-1
12-Aug-21,35,25570,2866,6527,3170,13080,0,10,1707,840,556,105,25,720,-1
12-Aug-21,36,26323,2770,6527,2580,13080,0,9,1707,846,546,219,109,715,-1
12-Aug-21,37,26725,2622,6527,1840,13080,0,9,1706,846,515,252,207,627,-1
12-Aug-21,38,26779,2474,6527,1410,13080,0,8,1706,845,514,247,290,623,-1
12-Aug-21,39,27167,2363,6527,837,13080,0,13,1706,846,790,160,293,807,-1
12-Aug-21,40,27112,2252,6527,367,13080,0,14,1706,845,801,201,288,814,-1
12-Aug-21,41,26416,2169,6527,73,13080,0,14,1611,800,807,266,288,766,-1
12-Aug-21,42,26180,2086,6527,2,13080,0,13,1607,797,807,268,268,763,-1
12-Aug-21,43,26078,2030,6527,2,13080,0,9,1608,799,807,268,163,802,-1
12-Aug-21,44,25402,1973,6527,0,13080,0,10,1609,797,808,268,54,803,-1
12-Aug-21,45,24169,1957,6527,0,13080,0,14,1463,731,740,268,118,733,-1
12-Aug-21,46,22693,1940,6527,0,13080,0,31,1458,726,737,268,62,731,-1
12-Aug-21,47,21191,1921,6527,0,13080,0,42,1371,685,695,290,96,688,-1
12-Aug-21,48,19997,1901,6527,0,13080,0,123,1339,679,693,293,247,687,-1
13-Aug-21,1,18983,1853,6527,0,13080,0,248,397,577,560,293,397,686,-1
13-Aug-21,2,18400,1805,6527,0,13080,0,452,332,569,556,293,501,686,-1
13-Aug-21,3,18002,1818,6527,0,13080,0,1045,581,583,486,294,504,685,-1
13-Aug-21,4,17734,1830,6527,0,13080,0,821,593,583,460,294,504,685,-1
13-Aug-21,5,17292,1857,6527,0,13080,0,683,1004,582,3,294,470,591,-1
13-Aug-21,6,16984,1884,6527,0,13080,0,690,1020,582,0,294,329,588,-1
13-Aug-21,7,16754,1926,6527,0,13080,0,859,601,578,0,307,326,588,-1
13-Aug-21,8,16694,1968,6527,0,13080,0,975,583,578,0,309,307,588,-1
13-Aug-21,9,16744,1973,6527,0,13080,0,1114,534,584,0,309,304,588,-1
13-Aug-21,10,16881,1977,6527,0,13080,0,753,531,577,0,309,282,588,-1
13-Aug-21,11,17394,1998,6527,0,13080,0,379,168,313,373,309,427,675,-1
13-Aug-21,12,17867,2019,6527,0,13080,0,294,153,299,418,309,504,678,-1
13-Aug-21,13,19303,2090,6527,52,13080,0,153,346,476,415,309,504,679,-1
13-Aug-21,14,20527,2160,6527,266,13080,0,76,439,495,416,308,504,680,-1
13-Aug-21,15,22284,2269,6527,566,13080,0,54,1518,755,769,288,504,776,-1
13-Aug-21,16,23211,2378,6527,981,13080,0,10,1557,773,784,288,504,779,-1
13-Aug-21,17,24286,2532,6527,1510,13080,0,7,1557,775,784,288,504,780,-1
13-Aug-21,18,24575,2685,6527,2060,13080,0,8,1556,774,784,288,504,779,-1
13-Aug-21,19,24763,2828,6527,2590,13080,0,11,1557,775,784,288,504,778,-1
13-Aug-21,20,24380,2971,6527,3170,13080,0,10,1557,776,784,288,429,778,-1
13-Aug-21,21,24185,3058,6527,4090,13080,0,9,1558,775,784,288,285,778,-1
13-Aug-21,22,24070,3145,6527,3990,13080,0,9,1557,775,785,287,146,778,-1
13-Aug-21,23,23828,3207,6527,4180,13080,0,9,1557,777,785,279,206,780,-1
13-Aug-21,24,23750,3269,6527,4790,13080,0,9,1557,776,784,279,161,780,-1
13-Aug-21,25,23576,3287,6527,5210,13080,0,6,1556,775,785,279,142,780,-1
13-Aug-21,26,23250,3305,6527,5260,13080,0,8,1556,774,784,279,210,780,-1
13-Aug-21,27,22579,3356,6527,5400,13080,0,9,1471,729,740,215,69,731,-1
13-Aug-21,28,22143,3407,6527,5580,13080,0,7,1459,727,738,66,0,729,-1
